2.8485,3.9537,6.3624,7.4221,7.2006,6.3592,4.9013,3.6525,2.4847
2.6100,3.6320,6.2098,5.6049,5.6680,4.0742,6.5508,4.8039,1.7643
2.7997,4.8055,6.2416,3.3287,6.4697,3.9593,4.2676,2.7588,0.7215
2.6121,3.6612,5.2239,6.6624,7.9915,6.2614,5.6709,5.1719,3.4452
2.2153,5.0670,7.5988,7.5132,8.5028,8.5076,7.6419,5.5964,3.9796
3.2525,6.2665,7.7439,11.0412,11.7269,10.5946,9.5863,5.0818,2.0604
1.9311,4.8930,7.4126,9.9071,11.1362,10.6477,10.2756,7.9698,2.2618
1.0970,1.6818,2.3639,3.2461,3.4217,2.7481,1.8590,1.0071,0.5090
1.7032,3.3197,5.2117,6.6411,7.8156,7.1492,5.4185,3.5901,1.4776
1.4857,2.5649,4.1796,5.0897,6.5928,6.2367,4.6909,3.2050,1.7552
1.0708,1.6602,2.3793,2.8358,2.9422,2.6141,1.7879,1.1775,0.9090
4.0175,8.8690,15.8700,18.4043,17.8829,18.3850,14.2237,10.0740,3.0280
1.4216,2.2769,3.9209,6.1933,7.5115,5.3788,3.3943,1.6563,0.6173
0.7198,1.7872,3.2335,4.4660,5.5581,4.9488,3.7703,2.4171,1.3846
2.9874,6.8266,10.6265,12.8705,13.9012,13.8934,11.2646,8.2908,2.5633
1.6482,3.0497,4.6413,5.7288,5.4425,4.8649,4.1917,3.2761,1.7868
1.4000,1.6251,1.6542,1.8211,1.9349,2.0520,1.3098,0.9575,0.7390
6.4050,14.2747,13.9874,14.8065,15.4308,14.4012,14.1439,8.1484,8.6767
2.7055,4.7684,6.2246,7.2592,5.6069,5.8647,5.4476,4.1353,3.5159
0.4496,0.7476,1.0983,1.4615,2.4521,1.9311,1.1963,0.6227,0.3678
3.7004,4.6590,5.4371,8.2009,8.5154,9.0572,3.7397,2.2121,1.5414
2.1313,3.3403,5.2272,8.0434,7.5544,6.4400,5.7422,3.6092,1.6607
2.2554,5.1640,8.0022,8.5112,8.7187,7.9961,7.8079,5.8649,2.2625
1.5334,2.6005,4.3877,6.3887,8.3010,6.6288,4.5205,2.5611,1.1450
4.9367,7.1608,5.9480,6.3683,5.9385,5.6645,5.3363,4.8147,4.4973
1.8721,4.0608,5.2648,6.1094,5.4470,5.8405,4.7904,4.3850,3.5999
1.2428,3.1654,4.4171,4.9282,4.3371,4.3691,3.4187,2.6565,1.4560
1.7956,4.5020,7.3323,7.9279,7.7615,7.2988,6.0069,4.3775,2.6149
2.4205,5.1258,6.8683,7.1033,6.8396,6.5864,6.1006,5.6956,2.9004
0.9223,1.7407,3.1649,5.3763,6.2766,6.6683,6.2670,4.9114,2.7500
2.1333,4.6450,7.0537,7.0128,6.5198,5.8433,4.5664,4.0693,3.3305
1.8348,2.4034,3.4916,4.4785,5.6036,4.3274,3.2999,2.3530,1.0370
3.0998,5.3605,6.0813,8.0006,10.0393,9.1808,7.1615,5.9377,3.5647
0.6600,1.1228,2.1095,3.8895,7.0902,8.2184,7.9260,6.0315,1.4365
1.3965,2.2018,4.2029,5.3406,6.7010,6.1312,4.6305,2.4738,0.9319
1.4814,3.7140,5.6046,5.8969,5.9395,5.3374,4.6837,3.9935,1.7529
1.6725,1.9253,2.4685,2.8610,3.3638,2.4933,1.9203,1.5465,0.8967
1.3287,4.5682,6.7781,7.4391,8.3377,6.6177,5.9549,4.9657,2.0474
1.1462,3.0405,5.0518,6.2192,7.0278,7.1385,6.3635,4.9699,2.4787
2.7216,5.2227,5.8342,6.0524,5.8568,5.3873,5.7654,4.5443,2.4973
3.6827,9.5249,11.5264,11.9035,11.6395,11.6225,9.6634,5.8652,2.6712
1.9925,2.5671,3.2104,4.0173,3.1447,1.5668,0.9037,0.4548,0.3499
1.4908,2.2643,3.0316,3.8630,3.2513,1.9538,1.5353,0.9308,0.5656
3.9796,8.6571,12.5638,12.6223,11.7499,8.4521,12.6418,7.3742,2.5257
2.7866,3.3143,4.7980,5.2016,4.7001,5.2354,4.4340,3.7603,0.9427
2.0528,3.6252,4.4504,5.1400,4.8692,5.6834,5.8526,3.7067,2.1283
4.9378,11.8459,15.6814,16.1283,11.0903,11.6463,13.0981,16.4932,4.3233
1.6600,1.7840,2.5323,2.7384,3.7209,3.2004,2.2635,1.5645,1.4262
4.6323,8.4996,10.8453,10.5916,11.5788,11.2289,10.8067,7.5845,9.4942
3.2416,7.7792,9.4359,8.8010,8.5425,8.7073,7.0157,6.3261,3.6349
1.6771,1.2152,1.8032,3.2523,5.1169,4.2986,3.6452,2.5356,1.9429
0.7983,1.5054,4.0993,3.9156,3.6770,3.0511,2.8907,2.8259,4.0018
0.8047,1.4843,2.2281,2.7791,3.3577,2.9053,1.9877,1.1428,0.9365
1.0450,1.6730,1.9939,2.5173,2.7063,2.2541,1.5436,0.7819,0.4440
1.8454,2.5604,4.0606,4.8791,3.6765,3.6186,3.1469,2.2279,1.1743
1.6514,1.9292,3.0782,4.8023,4.2550,3.7441,3.9045,2.2849,1.1610
0.6036,2.5392,4.3757,5.6119,6.3261,6.2166,4.1454,2.2084,1.4832
2.1440,4.1702,6.1270,6.4552,6.2963,5.8467,5.1263,3.1678,1.4007
2.2878,4.8315,7.2136,8.3339,7.6948,6.7905,5.5726,4.1781,2.1610
3.1053,9.0990,11.0894,10.7672,10.7335,10.4827,9.9773,9.7426,5.2781
4.4737,9.0943,11.9175,11.8276,13.4386,12.1337,10.7895,8.5752,4.9398
1.5437,2.9880,1.9780,1.9150,4.5317,3.2624,1.6002,1.1584,0.7540
0.6513,0.5796,0.5188,0.6777,0.7909,1.6886,5.1358,8.0509,5.2337
1.2340,2.7922,5.1336,7.1264,8.5571,7.5205,6.3153,5.2076,1.7323
0.5182,0.8392,1.4714,2.1510,2.7179,2.5581,2.0716,0.9776,0.5122
0.6121,0.4045,0.3144,3.7513,6.7479,9.0220,7.7545,6.7430,4.6631
2.4036,3.0765,4.0503,5.8634,5.9364,5.9025,3.9332,3.1597,1.4073
2.9169,4.4111,6.3232,7.9010,8.8054,9.5819,6.7970,4.8143,2.1829
0.9918,1.6415,1.9605,2.5282,3.0037,2.4748,1.6352,1.2988,0.6047
4.9169,4.0450,4.6067,5.3605,5.9357,5.1634,4.2818,4.7762,2.8579
2.9138,5.0091,7.0399,8.2799,7.8320,7.0029,6.5667,4.8321,2.9735
2.5634,5.6557,8.9881,10.0803,9.6778,8.9142,7.9832,6.7132,2.9901
2.2876,3.1332,5.0480,6.3434,8.3849,6.9596,5.2890,3.9695,2.1355
1.3349,3.7105,6.0843,8.2207,7.6975,6.1318,4.5653,3.6644,1.6412
0.9239,1.8455,2.4930,4.0466,3.4227,3.3344,2.9481,2.4617,1.2429
3.7943,6.9592,9.5981,10.2295,9.8983,9.7544,8.8912,6.8640,4.5669
4.1171,5.9865,11.3369,13.5493,12.5061,12.2655,11.5187,10.9511,8.3704
1.6847,2.2499,3.1824,4.5227,4.2228,4.3013,3.6966,3.0735,1.5724
1.3076,3.4761,5.5421,6.1212,7.4611,6.7196,6.5063,3.8223,2.0156
1.9591,3.6857,6.9614,3.6816,3.7641,2.6618,6.4461,4.9642,2.0540
2.1053,5.3363,8.0752,8.0007,7.7986,7.5128,7.1651,5.1383,2.4225
3.9392,8.1885,10.4583,9.9612,9.7761,8.8467,8.2389,6.8929,3.8916
1.6039,3.1001,5.5162,7.1479,6.9669,6.3072,5.1188,3.5210,1.6811
1.9420,4.9060,4.5350,6.5656,8.4554,9.1099,8.0002,6.3007,3.4235
3.4358,6.4485,9.1731,10.3622,10.6767,9.2341,6.4907,5.9160,3.4618
2.0505,4.9519,9.0284,11.3167,11.8939,11.6998,9.7145,7.1081,2.9299
2.3007,3.7000,5.0620,7.3407,6.8531,6.0458,4.6767,3.4730,1.2313
1.1453,3.0475,3.9933,5.1927,5.7671,5.6309,4.9900,4.5330,2.6059
